Save Bit,FC State,Time,Pre-converted Accel X,Pre-converted Accel Y,Pre-converted Accel Z,Pre-converted Gyro X,Pre-converted Gyro Y,Pre-converted Gyro Z,Pre-converted Magnetometer X,Pre-converted Magnetometer Y,Pre-converted Magnetometer Z,Barometric Pressure,Barometric Temperature,Unit Quaternion W,Unit Quaternion X,Unit Quaternion Y,Unit Quaternion Z,Roll Body Rate,Velocity,Velo X,Velo Y,Velo Z,Barometric Altitude,GPS Altitude (ft),GPS Speed (KmH),GPS UTC Time,GPS Longitude (deg),GPS Latitude (deg),GPS North/South,GPS East/West,GPS GLL Status,GPS RMC Status,Canard Feedback
1.0,4.0,28.65,-0.108,0.1343,9.8543,0.0082,-0.0063,-0.0321,0.0069,0.0092,-0.002,98876.3196,28.6619,0.3827,0.0,0.0,0.9239,0.0104,28.1909,18.9663,-18.9663,8.6766,675.3848,675.3848,101.4871,120028.650,-113.133,33.8172,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,28.7,0.0228,0.0356,9.689,0.0067,-0.005,0.0098,0.0054,0.0039,0.0214,98871.2115,28.6591,0.3827,0.0,0.0,0.9239,0.0045,28.1895,18.9663,-18.9663,8.6721,676.8078,676.8078,101.4821,120028.700,-113.133,33.8172,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,28.75,-0.1746,-0.1616,9.7879,-0.042,0.0198,-0.039,-0.0038,-0.0431,0.0066,98866.1064,28.6563,0.3827,0.0,0.0,0.9239,-0.0137,28.1881,18.9663,-18.9663,8.6675,678.23,678.23,101.4771,120028.750,-113.133,33.8172,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,28.8,0.1603,0.0253,9.7151,-0.0157,0.0245,-0.0089,-0.0037,0.0041,-0.0237,98861.0042,28.6535,0.3827,0.0,0.0,0.9239,-0.0094,28.1867,18.9663,-18.9663,8.663,679.6515,679.6515,101.472,120028.800,-113.133,33.8172,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,28.85,0.1498,-0.1346,10.1516,0.0241,-0.0133,0.0032,-0.0047,0.0073,-0.0097,98855.9049,28.6507,0.3827,0.0,0.0,0.9239,0.0117,28.1852,18.9663,-18.9663,8.6583,681.0722,681.0722,101.4669,120028.850,-113.133,33.8172,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,28.9,-0.0303,0.1755,9.7932,0.0016,-0.0134,0.0083,-0.0223,0.0257,0.0177,98850.8085,28.6478,0.3827,0.0,0.0,0.9239,-0.008,28.1838,18.9663,-18.9663,8.6537,682.4921,682.4921,101.4617,120028.900,-113.133,33.8172,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,28.95,0.0436,0.0971,10.0384,-0.0283,0.0076,-0.0028,0.043,-0.0131,-0.024,98845.7151,28.645,0.3827,0.0,0.0,0.9239,0.0098,28.1824,18.9663,-18.9663,8.6489,683.9113,683.9113,101.4565,120028.950,-113.133,33.8172,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.0,-0.2892,0.0115,9.7773,0.0471,0.0306,-0.0073,-0.0044,-0.0448,-0.0016,98840.6248,28.6422,0.3827,0.0,0.0,0.9239,-0.0043,28.1809,18.9663,-18.9663,8.6442,685.3297,685.3297,101.4512,120029.000,-113.133,33.8172,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.05,-0.1388,-0.2924,9.8455,-0.0006,0.0229,0.0169,0.0119,-0.0199,-0.0002,98835.5374,28.6394,0.3827,0.0,0.0,0.9239,0.0014,28.1794,18.9663,-18.9663,8.6394,686.7473,686.7473,101.4459,120029.050,-113.133,33.8172,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.1,-0.0353,-0.118,9.6084,0.0077,-0.025,0.0057,-0.0067,-0.0219,-0.0077,98830.4531,28.6366,0.3827,0.0,0.0,0.9239,-0.0139,28.1779,18.9663,-18.9663,8.6346,688.1641,688.1641,101.4406,120029.100,-113.1329,33.8171,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.15,-0.1287,0.0825,9.7396,0.008,-0.0053,-0.0129,-0.0071,0.0147,0.0539,98825.3719,28.6338,0.3827,0.0,0.0,0.9239,-0.0061,28.1765,18.9663,-18.9663,8.6297,689.5802,689.5802,101.4352,120029.150,-113.1329,33.8171,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.2,0.0857,0.1455,9.8382,-0.0074,-0.0186,0.0008,-0.0091,-0.0543,-0.0083,98820.2937,28.631,0.3827,0.0,0.0,0.9239,-0.0088,28.1749,18.9663,-18.9663,8.6248,690.9954,690.9954,101.4298,120029.200,-113.1329,33.8171,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.25,0.2397,0.1331,10.0446,-0.0146,-0.0054,0.0077,-0.031,-0.009,0.009,98815.2187,28.6282,0.3827,0.0,0.0,0.9239,0.0023,28.1734,18.9663,-18.9663,8.6198,692.4098,692.4098,101.4243,120029.250,-113.1329,33.8171,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.3,-0.1412,-0.191,9.8399,0.0424,0.0321,0.0344,-0.0032,0.0285,-0.0153,98810.1468,28.6254,0.3827,0.0,0.0,0.9239,0.0009,28.1719,18.9663,-18.9663,8.6148,693.8234,693.8234,101.4188,120029.300,-113.1329,33.8171,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.35,-0.1005,0.0362,10.0142,0.0201,-0.0285,0.0157,-0.0081,0.0001,0.0106,98805.0781,28.6226,0.3827,0.0,0.0,0.9239,0.0046,28.1704,18.9663,-18.9663,8.6097,695.2362,695.2362,101.4133,120029.350,-113.1329,33.8171,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.4,0.0283,0.1219,9.9028,0.0164,-0.0324,0.0243,0.0234,0.0179,0.0174,98800.0126,28.6198,0.3827,0.0,0.0,0.9239,-0.0049,28.1688,18.9663,-18.9663,8.6047,696.6481,696.6481,101.4077,120029.400,-113.1329,33.8171,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.45,0.1933,-0.199,10.0508,0.0115,-0.0166,-0.0122,-0.0239,-0.0328,-0.0118,98794.9503,28.617,0.3827,0.0,0.0,0.9239,-0.0093,28.1672,18.9663,-18.9663,8.5995,698.0592,698.0592,101.4021,120029.450,-113.1329,33.8171,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.5,-0.1467,-0.0009,9.7978,-0.0201,0.0057,-0.0105,-0.0115,-0.032,-0.0011,98789.8912,28.6142,0.3827,0.0,0.0,0.9239,0.0018,28.1657,18.9663,-18.9663,8.5944,699.4695,699.4695,101.3964,120029.500,-113.1329,33.8171,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.55,0.0299,0.0329,10.1652,0.0256,0.0124,-0.0047,-0.018,0.0287,-0.0179,98784.8354,28.6114,0.3827,0.0,0.0,0.9239,-0.0103,28.1641,18.9663,-18.9663,8.5892,700.8789,700.8789,101.3907,120029.550,-113.1329,33.8171,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.6,0.2186,-0.0361,9.7338,-0.0169,0.0087,-0.0029,0.0289,0.002,-0.0229,98779.7829,28.6086,0.3827,0.0,0.0,0.9239,0.0108,28.1625,18.9663,-18.9663,8.5839,702.2875,702.2875,101.3849,120029.600,-113.1328,33.8171,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.65,-0.1982,-0.2223,9.6917,0.0057,0.0235,-0.0202,-0.0174,0.0021,0.0207,98774.7336,28.6058,0.3827,0.0,0.0,0.9239,-0.0011,28.1609,18.9663,-18.9663,8.5786,703.6952,703.6952,101.3791,120029.650,-113.1328,33.8171,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.7,-0.1537,-0.0391,9.6251,-0.0328,-0.0353,0.0253,0.0112,-0.0224,-0.0111,98769.6878,28.6031,0.3827,0.0,0.0,0.9239,-0.0033,28.1592,18.9663,-18.9663,8.5733,705.102,705.102,101.3733,120029.700,-113.1328,33.817,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.75,-0.0508,-0.0393,10.1563,-0.0408,0.0238,0.0177,0.0194,0.002,-0.0483,98764.6452,28.6003,0.3827,0.0,0.0,0.9239,0.0046,28.1576,18.9663,-18.9663,8.5679,706.5079,706.5079,101.3674,120029.750,-113.1328,33.817,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.8,-0.0625,-0.0178,9.9296,0.0064,-0.0062,-0.0061,-0.0029,-0.0229,0.0353,98759.6061,28.5975,0.3827,0.0,0.0,0.9239,-0.0008,28.156,18.9663,-18.9663,8.5625,707.913,707.913,101.3615,120029.800,-113.1328,33.817,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.85,0.0975,-0.0676,9.7565,-0.0162,0.0146,0.0128,-0.0275,0.0237,-0.016,98754.5703,28.5947,0.3827,0.0,0.0,0.9239,-0.0166,28.1543,18.9663,-18.9663,8.5571,709.3172,709.3172,101.3555,120029.850,-113.1328,33.817,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.9,0.029,-0.0532,9.994,-0.0398,-0.0265,0.0045,-0.0273,0.0546,-0.0049,98749.538,28.5919,0.3827,0.0,0.0,0.9239,-0.0106,28.1526,18.9663,-18.9663,8.5516,710.7204,710.7204,101.3495,120029.900,-113.1328,33.817,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,29.95,-0.213,-0.0048,9.9098,0.0108,0.0001,0.0144,0.0172,0.0097,0.0328,98744.5091,28.5891,0.3827,0.0,0.0,0.9239,0.0106,28.151,18.9663,-18.9663,8.5461,712.1228,712.1228,101.3434,120029.950,-113.1328,33.817,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.0,0.0618,0.0531,10.1016,0.0424,0.0047,-0.0269,-0.0252,-0.0127,-0.0028,98739.4837,28.5864,0.3827,0.0,0.0,0.9239,0.0008,28.1493,18.9663,-18.9663,8.5405,713.5243,713.5243,101.3374,120030.000,-113.1328,33.817,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.05,-0.0693,-0.0365,9.5745,0.0278,0.0231,-0.0029,0.0078,-0.0507,-0.0033,98734.4618,28.5836,0.3827,0.0,0.0,0.9239,-0.0168,28.1476,18.9663,-18.9663,8.5349,714.9248,714.9248,101.3312,120030.050,-113.1327,33.817,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.1,0.1529,-0.0492,9.7668,-0.0051,-0.0317,-0.0012,0.0023,-0.0337,-0.0246,98729.4434,28.5808,0.3827,0.0,0.0,0.9239,0.0035,28.1459,18.9663,-18.9663,8.5292,716.3244,716.3244,101.3251,120030.100,-113.1327,33.817,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.15,-0.0753,0.0111,9.7373,0.0002,0.0006,0.0125,0.0075,0.0311,-0.0327,98724.4286,28.578,0.3827,0.0,0.0,0.9239,-0.0056,28.1441,18.9663,-18.9663,8.5235,717.7231,717.7231,101.3189,120030.150,-113.1327,33.817,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.2,-0.0764,-0.2305,9.5106,0.0178,-0.0217,-0.0126,0.0094,-0.0206,-0.0033,98719.4173,28.5753,0.3827,0.0,0.0,0.9239,-0.0087,28.1424,18.9663,-18.9663,8.5178,719.1209,719.1209,101.3126,120030.200,-113.1327,33.817,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.25,0.0649,0.0572,9.9657,0.0224,0.0101,-0.05,-0.0187,-0.0074,0.0073,98714.4096,28.5725,0.3827,0.0,0.0,0.9239,-0.0114,28.1406,18.9663,-18.9663,8.512,720.5177,720.5177,101.3063,120030.250,-113.1327,33.817,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.3,0.0916,-0.0001,9.7661,-0.0069,0.0155,-0.0216,-0.0195,0.0131,0.0061,98709.4055,28.5697,0.3827,0.0,0.0,0.9239,0.01,28.1389,18.9663,-18.9663,8.5062,721.9135,721.9135,101.3,120030.300,-113.1327,33.8169,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.35,0.0538,0.0048,9.9176,0.0007,0.0257,-0.0012,0.0143,0.0296,-0.0096,98704.405,28.567,0.3827,0.0,0.0,0.9239,-0.0197,28.1371,18.9663,-18.9663,8.5004,723.3084,723.3084,101.2936,120030.350,-113.1327,33.8169,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.4,-0.2023,0.1153,10.1606,0.006,-0.0107,0.0013,-0.0126,-0.004,0.0004,98699.4082,28.5642,0.3827,0.0,0.0,0.9239,-0.0084,28.1353,18.9663,-18.9663,8.4945,724.7024,724.7024,101.2872,120030.400,-113.1327,33.8169,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.45,0.0646,-0.2343,9.7537,0.0111,0.0185,0.0337,-0.055,-0.0081,-0.0367,98694.4151,28.5615,0.3827,0.0,0.0,0.9239,0.0012,28.1336,18.9663,-18.9663,8.4886,726.0953,726.0953,101.2808,120030.450,-113.1327,33.8169,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.5,-0.1241,-0.2369,9.7435,-0.0027,0.0272,0.0117,0.013,0.0014,0.0092,98689.4257,28.5587,0.3827,0.0,0.0,0.9239,0.0158,28.1318,18.9663,-18.9663,8.4826,727.4873,727.4873,101.2743,120030.500,-113.1327,33.8169,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.55,0.0282,0.0329,9.8244,-0.0024,-0.0329,0.0016,-0.0207,-0.0126,0.0032,98684.44,28.5559,0.3827,0.0,0.0,0.9239,0.0055,28.1299,18.9663,-18.9663,8.4766,728.8784,728.8784,101.2678,120030.550,-113.1326,33.8169,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.6,-0.1708,-0.0009,9.9547,0.0276,0.0122,-0.0006,0.0093,-0.0115,0.0395,98679.4581,28.5532,0.3827,0.0,0.0,0.9239,-0.0085,28.1281,18.9663,-18.9663,8.4705,730.2684,730.2684,101.2612,120030.600,-113.1326,33.8169,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.65,0.0536,0.0204,9.7216,0.0242,0.0192,0.0221,0.0279,0.0082,0.0001,98674.4799,28.5504,0.3827,0.0,0.0,0.9239,0.0153,28.1263,18.9663,-18.9663,8.4644,731.6574,731.6574,101.2546,120030.650,-113.1326,33.8169,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.7,-0.0968,-0.0555,9.712,0.0095,-0.0052,-0.0118,0.0003,0.0037,-0.0189,98669.5055,28.5477,0.3827,0.0,0.0,0.9239,-0.0136,28.1244,18.9663,-18.9663,8.4583,733.0454,733.0454,101.248,120030.700,-113.1326,33.8169,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.75,-0.1539,0.0797,9.9652,0.0344,-0.0242,-0.0028,0.0199,0.0426,-0.001,98664.535,28.5449,0.3827,0.0,0.0,0.9239,0.0027,28.1226,18.9663,-18.9663,8.4522,734.4324,734.4324,101.2413,120030.750,-113.1326,33.8169,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.8,0.0857,0.1119,9.8634,-0.0077,0.0189,-0.0218,0.0031,0.0088,-0.0066,98659.5682,28.5422,0.3827,0.0,0.0,0.9239,0.0049,28.1207,18.9663,-18.9663,8.4459,735.8184,735.8184,101.2346,120030.800,-113.1326,33.8169,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.85,0.029,0.0581,9.4999,0.0325,-0.024,0.0284,0.0317,0.023,0.0087,98654.6054,28.5395,0.3827,0.0,0.0,0.9239,-0.0088,28.1188,18.9663,-18.9663,8.4397,737.2034,737.2034,101.2279,120030.850,-113.1326,33.8168,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.9,-0.0737,-0.0313,9.6228,0.0109,-0.0036,0.0078,-0.0212,-0.0214,0.0005,98649.6464,28.5367,0.3827,0.0,0.0,0.9239,0.007,28.117,18.9663,-18.9663,8.4334,738.5874,738.5874,101.2211,120030.900,-113.1326,33.8168,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,30.95,0.1741,-0.2529,10.0318,0.0654,-0.0008,-0.0142,-0.0002,0.0105,-0.0252,98644.6914,28.534,0.3827,0.0,0.0,0.9239,-0.0051,28.1151,18.9663,-18.9663,8.4271,739.9703,739.9703,101.2142,120030.950,-113.1326,33.8168,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.0,-0.0529,0.0923,9.8669,-0.0238,0.0143,-0.0023,0.0135,-0.0145,-0.0327,98639.7402,28.5312,0.3827,0.0,0.0,0.9239,0.007,28.1132,18.9663,-18.9663,8.4207,741.3522,741.3522,101.2074,120031.000,-113.1326,33.8168,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.05,0.0039,0.1466,9.6923,-0.0138,-0.0125,0.0102,-0.0038,0.0079,0.0053,98634.7931,28.5285,0.3827,0.0,0.0,0.9239,-0.0184,28.1112,18.9663,-18.9663,8.4143,742.733,742.733,101.2005,120031.050,-113.1325,33.8168,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.1,0.0323,0.0773,9.7811,0.0084,-0.0137,-0.005,0.023,0.0138,0.0277,98629.8499,28.5258,0.3827,0.0,0.0,0.9239,0.0033,28.1093,18.9663,-18.9663,8.4079,744.1128,744.1128,101.1935,120031.100,-113.1325,33.8168,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.15,-0.0744,-0.1056,9.8086,0.0079,0.002,-0.0107,-0.0086,0.001,0.0016,98624.9107,28.523,0.3827,0.0,0.0,0.9239,-0.0041,28.1074,18.9663,-18.9663,8.4014,745.4915,745.4915,101.1865,120031.150,-113.1325,33.8168,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.2,0.0565,0.0809,9.917,0.039,0.0201,-0.0131,0.0414,0.0481,0.0163,98619.9755,28.5203,0.3827,0.0,0.0,0.9239,0.0115,28.1054,18.9663,-18.9663,8.3949,746.8691,746.8691,101.1795,120031.200,-113.1325,33.8168,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.25,-0.064,0.1033,9.6029,-0.0134,0.0457,0.0068,0.0424,0.0286,0.0203,98615.0444,28.5176,0.3827,0.0,0.0,0.9239,-0.0004,28.1035,18.9663,-18.9663,8.3883,748.2457,748.2457,101.1725,120031.250,-113.1325,33.8168,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.3,-0.0494,0.1871,9.6805,0.0181,-0.0301,-0.0072,0.0056,0.0235,0.0053,98610.1173,28.5149,0.3827,0.0,0.0,0.9239,0.0125,28.1015,18.9663,-18.9663,8.3817,749.6212,749.6212,101.1654,120031.300,-113.1325,33.8168,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.35,0.1635,-0.1051,9.8476,0.0232,0.0063,-0.0091,0.0111,0.0153,-0.0163,98605.1943,28.5121,0.3827,0.0,0.0,0.9239,0.0051,28.0995,18.9663,-18.9663,8.3751,750.9956,750.9956,101.1583,120031.350,-113.1325,33.8168,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.4,-0.1249,-0.0272,9.7917,0.0141,-0.0217,-0.0267,0.0238,0.0353,0.0039,98600.2755,28.5094,0.3827,0.0,0.0,0.9239,-0.0013,28.0975,18.9663,-18.9663,8.3684,752.3689,752.3689,101.1511,120031.400,-113.1325,33.8168,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.45,-0.2895,0.0897,9.8924,-0.0192,0.0204,0.0016,-0.0237,-0.0287,0.0241,98595.3607,28.5067,0.3827,0.0,0.0,0.9239,0.0079,28.0955,18.9663,-18.9663,8.3617,753.7411,753.7411,101.1439,120031.450,-113.1325,33.8167,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.5,0.1933,0.0069,9.6222,0.0282,-0.0188,-0.0036,-0.0262,0.0274,0.0106,98590.4502,28.504,0.3827,0.0,0.0,0.9239,0.0079,28.0935,18.9663,-18.9663,8.3549,755.1122,755.1122,101.1367,120031.500,-113.1324,33.8167,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.55,0.3059,-0.1341,9.8602,0.0246,-0.0135,-0.0064,0.0251,-0.0198,0.015,98585.5438,28.5013,0.3827,0.0,0.0,0.9239,0.0047,28.0915,18.9663,-18.9663,8.3481,756.4822,756.4822,101.1294,120031.550,-113.1324,33.8167,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.6,-0.0486,0.0498,9.9704,0.012,-0.0118,0.004,0.0055,-0.0113,-0.0093,98580.6416,28.4985,0.3827,0.0,0.0,0.9239,-0.0229,28.0895,18.9663,-18.9663,8.3413,757.8511,757.8511,101.1221,120031.600,-113.1324,33.8167,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.65,-0.2324,0.0694,9.8797,0.0041,-0.0015,0.015,-0.0045,0.0112,-0.004,98575.7436,28.4958,0.3827,0.0,0.0,0.9239,-0.0098,28.0874,18.9663,-18.9663,8.3344,759.2189,759.2189,101.1147,120031.650,-113.1324,33.8167,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.7,-0.0373,0.0106,9.8275,0.0045,0.0065,0.014,0.0002,0.0247,-0.0024,98570.8499,28.4931,0.3827,0.0,0.0,0.9239,0.0138,28.0854,18.9663,-18.9663,8.3275,760.5855,760.5855,101.1073,120031.700,-113.1324,33.8167,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.75,-0.0343,0.0264,9.7923,-0.0016,0.0097,0.0111,-0.0477,-0.0231,-0.001,98565.9604,28.4904,0.3827,0.0,0.0,0.9239,-0.0126,28.0833,18.9663,-18.9663,8.3205,761.951,761.951,101.0999,120031.750,-113.1324,33.8167,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.8,-0.0228,-0.031,9.6814,0.0128,-0.0001,-0.0048,-0.0038,-0.0103,0.0234,98561.0753,28.4877,0.3827,0.0,0.0,0.9239,0.0088,28.0812,18.9663,-18.9663,8.3135,763.3153,763.3153,101.0925,120031.800,-113.1324,33.8167,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.85,-0.1336,0.1774,9.7959,0.0006,-0.0266,-0.0113,-0.0151,0.002,-0.0469,98556.1944,28.485,0.3827,0.0,0.0,0.9239,0.0071,28.0792,18.9663,-18.9663,8.3065,764.6785,764.6785,101.085,120031.850,-113.1324,33.8167,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.9,0.0695,-0.1081,9.9956,-0.017,0.0146,-0.0209,0.0184,-0.0037,0.0006,98551.3179,28.4823,0.3827,0.0,0.0,0.9239,-0.0073,28.0771,18.9663,-18.9663,8.2995,766.0406,766.0406,101.0775,120031.900,-113.1324,33.8167,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,31.95,0.0629,-0.0705,9.7888,-0.021,-0.0011,-0.0119,0.0199,0.0171,-0.0016,98546.4457,28.4796,0.3827,0.0,0.0,0.9239,-0.02,28.075,18.9663,-18.9663,8.2924,767.4015,767.4015,101.0699,120031.950,-113.1324,33.8167,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,32.0,-0.1793,0.0013,9.6732,-0.015,0.0232,0.0004,0.0115,0.0687,-0.0274,98541.5779,28.4769,0.3827,0.0,0.0,0.9239,-0.0057,28.0729,18.9663,-18.9663,8.2852,768.7612,768.7612,101.0623,120032.000,-113.1323,33.8167,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,32.05,0.0839,0.1055,9.7328,0.0044,-0.0142,-0.0157,0.0079,0.0084,0.0134,98536.7146,28.4742,0.3827,0.0,0.0,0.9239,0.0208,28.0707,18.9663,-18.9663,8.278,770.1197,770.1197,101.0547,120032.050,-113.1323,33.8166,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,32.1,0.2463,-0.1797,9.8368,-0.0005,-0.032,0.0019,-0.0299,-0.0147,-0.0145,98531.8556,28.4715,0.3827,0.0,0.0,0.9239,-0.0086,28.0686,18.9663,-18.9663,8.2708,771.477,771.477,101.047,120032.100,-113.1323,33.8166,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,32.15,0.0206,-0.1572,9.7506,0.0043,-0.0007,-0.0193,0.0118,-0.0259,-0.0071,98527.0011,28.4689,0.3827,0.0,0.0,0.9239,-0.0079,28.0665,18.9663,-18.9663,8.2635,772.8332,772.8332,101.0393,120032.150,-113.1323,33.8166,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,32.2,-0.0405,-0.2445,9.8794,0.01,0.0259,-0.0332,0.0126,-0.0065,0.037,98522.151,28.4662,0.3827,0.0,0.0,0.9239,-0.01,28.0643,18.9663,-18.9663,8.2563,774.1882,774.1882,101.0316,120032.200,-113.1323,33.8166,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,32.25,-0.017,0.0039,9.8851,-0.0125,0.0032,0.0164,0.0249,-0.0188,0.0202,98517.3055,28.4635,0.3827,0.0,0.0,0.9239,0.0121,28.0622,18.9663,-18.9663,8.2489,775.542,775.542,101.0238,120032.250,-113.1323,33.8166,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,32.3,0.0738,-0.1342,9.94,0.0293,-0.004,-0.0095,0.0424,0.0094,0.0115,98512.4644,28.4608,0.3827,0.0,0.0,0.9239,-0.0024,28.06,18.9663,-18.9663,8.2415,776.8945,776.8945,101.016,120032.300,-113.1323,33.8166,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,32.35,-0.2077,-0.0461,10.0202,-0.0054,-0.0174,-0.0167,-0.0339,0.009,0.0076,98507.6279,28.4581,0.3827,0.0,0.0,0.9239,-0.0063,28.0578,18.9663,-18.9663,8.2341,778.2459,778.2459,101.0082,120032.350,-113.1323,33.8166,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,32.4,0.0197,0.0794,9.956,-0.0087,0.0352,-0.0219,-0.0078,-0.0093,-0.0033,98502.796,28.4555,0.3827,0.0,0.0,0.9239,0.0141,28.0556,18.9663,-18.9663,8.2267,779.596,779.596,101.0003,120032.400,-113.1323,33.8166,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,32.45,-0.0469,-0.077,9.6665,0.0096,-0.0206,0.0085,-0.0148,0.0397,0.04,98497.9686,28.4528,0.3827,0.0,0.0,0.9239,0.0058,28.0535,18.9663,-18.9663,8.2192,780.9449,780.9449,100.9924,120032.450,-113.1323,33.8166,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,32.5,0.2217,0.0278,9.6711,-0.0367,-0.0145,0.0275,0.0035,-0.0147,0.016,98493.1458,28.4501,0.3827,0.0,0.0,0.9239,-0.0092,28.0513,18.9663,-18.9663,8.2117,782.2926,782.2926,100.9845,120032.500,-113.1322,33.8166,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,32.55,-0.0209,-0.0359,9.7953,-0.0158,0.0114,-0.0081,0.0003,-0.0024,-0.015,98488.3276,28.4475,0.3827,0.0,0.0,0.9239,-0.0122,28.049,18.9663,-18.9663,8.2041,783.639,783.639,100.9765,120032.550,-113.1322,33.8166,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,32.6,0.2001,0.0807,9.739,0.0196,-0.0371,-0.0043,-0.0047,0.0128,-0.028,98483.5141,28.4448,0.3827,0.0,0.0,0.9239,0.0116,28.0468,18.9663,-18.9663,8.1965,784.9842,784.9842,100.9685,120032.600,-113.1322,33.8166,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,32.65,-0.1324,0.057,9.6359,-0.0347,0.0255,0.0214,0.0206,0.0178,0.0113,98478.7052,28.4421,0.3827,0.0,0.0,0.9239,0.0002,28.0446,18.9663,-18.9663,8.1889,786.3282,786.3282,100.9605,120032.650,-113.1322,33.8165,b'N',b'W',b'\x00',b'A',0.0
